SMT Query ID ,VC Name
       10513 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (6/12) of lemmaInListMapFromThenFromZero)
       10514 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (7/12) of lemmaInListMapFromThenFromZero)
       10515 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (8/12) of lemmaInListMapFromThenFromZero)
       10516 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (9/12) of lemmaInListMapFromThenFromZero)
       10517 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (postcondition)
       10518 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 1/12)))
       10519 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 10/12)))
       10520 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 11/12)))
       10521 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 12/12)))
       10522 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 2/12)))
       10523 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 3/12)))
       10524 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 4/12)))
       10525 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 5/12)))
       10526 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 6/12)))
       10527 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 7/12)))
       10528 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 8/12)))
       10529 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (precond. (call lemmaInListMapFromThenFromZero[V](_ke... (require 9/12)))
       10530 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 1/9)))"
       10531 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 2/9)))"
       10532 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 3/9)))"
       10533 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
       10534 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10535 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10536 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10537 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10538 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3778:7: lemmaValidKeyInArrayIsInListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10539 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3779:25: lemmaValidKeyInArrayIsInListMap (array index within bounds)
       10540 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3779:25: lemmaValidKeyInArrayIsInListMap (array index within bounds)
       10541 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8215:7: lemmaValidKeyIncreasesNumOfKeys (body assertion: Inlined precondition of lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole)
       10542 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8215:7: lemmaValidKeyIncreasesNumOfKeys (postcondition)
       10543 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8217:22: lemmaValidKeyIncreasesNumOfKeys (precond. (call arrayCountValidKeys(a, from, to + 1) (require 1/2)))"
       10544 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8217:22: lemmaValidKeyIncreasesNumOfKeys (precond. (call arrayCountValidKeys(a, from, to + 1) (require 2/2)))"
       10545 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8217:62: lemmaValidKeyIncreasesNumOfKeys (precond. (call arrayCountValidKeys(a, from, to) (require 1/2)))"
       10546 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8217:62: lemmaValidKeyIncreasesNumOfKeys (precond. (call arrayCountValidKeys(a, from, to) (require 2/2)))"
       10547 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8217:91: lemmaValidKeyIncreasesNumOfKeys (array index within bounds)
       10548 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8368:7: lemmaValidKeyIndexImpliesArrayContainsKey (body assertion: Inlined precondition (4/4) of lemmaArrayContainsFromImpliesContainsFromZero)
       10549 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8368:7: lemmaValidKeyIndexImpliesArrayContainsKey (postcondition)
       10550 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8369:22: lemmaValidKeyIndexImpliesArrayContainsKey (precond. (call arrayContainsKey(a, k, 0) (require 1/3)))"
       10551 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8369:22: lemmaValidKeyIndexImpliesArrayContainsKey (precond. (call arrayContainsKey(a, k, 0) (require 2/3)))"
       10552 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8369:22: lemmaValidKeyIndexImpliesArrayContainsKey (precond. (call arrayContainsKey(a, k, 0) (require 3/3)))"
       10553 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6425:16: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayContainsKey(a, k, 0) (require 2/3)))"
       10554 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6425:16: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayContainsKey(a, k, 0) (require 3/3)))"
       10555 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6427:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekEntryOrOpen(k, a, mask) (require 2/4)))"
       10556 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6427:58: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekEntryOrOpen(k, a, mask) (require 1/4)))"
       10557 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6427:58: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekEntryOrOpen(k, a, mask) (require 2/4)))"
       10558 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6427:58: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekEntryOrOpen(k, a, mask) (require 3/4)))"
       10559 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6427:58: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekEntryOrOpen(k, a, mask) (require 4/4)))"
       10560 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6434:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayForallSeekEntryOrOpenFound(0, a,... (require 1/4)))"
       10561 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6434:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayForallSeekEntryOrOpenFound(0, a,... (require 2/4)))"
       10562 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6434:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayForallSeekEntryOrOpenFound(0, a,... (require 3/4)))"
       10563 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6434:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayForallSeekEntryOrOpenFound(0, a,... (require 4/4)))"
       10564 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6435:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayNoDuplicates(a, 0, arrayNoDuplic... (require 1/4)))"
       10565 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6435:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayNoDuplicates(a, 0, arrayNoDuplic... (require 2/4)))"
       10566 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6435:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayNoDuplicates(a, 0, arrayNoDuplic... (require 3/4)))"
       10567 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6435:15: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call arrayNoDuplicates(a, 0, arrayNoDuplic... (require 4/4)))"
       10568 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6443:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 1/6)))"
       10569 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6443:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 2/6)))"
       10570 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6443:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 3/6)))"
       10571 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6443:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 4/6)))"
       10572 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6443:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 5/6)))"
       10573 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6443:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 6/6)))"
       10574 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(0, toInde... (require 1/6)))"
       10575 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(0, toInde... (require 2/6)))"
       10576 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(0, toInde... (require 3/6)))"
       10577 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(0, toInde... (require 4/6)))"
       10578 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(0, toInde... (require 5/6)))"
       10579 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(0, toInde... (require 6/6)))"
       10580 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:40: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call toIndex({   assert(j >= 0 && j < a.le... (require 1/2)))
       10581 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6450:40: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call toIndex({   assert(j >= 0 && j < a.le... (require 2/2)))
       10582 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6454:14: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 1/6)))"
       10583 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6454:14: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 2/6)))"
       10584 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6454:14: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 3/6)))"
       10585 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6454:14: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 4/6)))"
       10586 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6454:14: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 5/6)))"
       10587 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6454:14: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (precond. (call seekKeyOrZeroOrLongMinValue(x, index,... (require 6/6)))"
       10588 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6457:17: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (non-negative measure)
       10589 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6459:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition of check)
       10590 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6459:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (postcondition)
       10591 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6461:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition of check)
       10592 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6461:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (postcondition)
       10593 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6463:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition of check)
       10594 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6463:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (postcondition)
       10595 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (1/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10596 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (10/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10597 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (11/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10598 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (12/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10599 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (13/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10600 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (14/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10601 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (15/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10602 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (16/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10603 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (17/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10604 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (18/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10605 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (19/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10606 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (2/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10607 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (20/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10608 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (21/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10609 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (3/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10610 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (4/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
       10611 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:6465:9: lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI (body assertion: Inlined precondition (5/21) of lemmaseekKeyOrZeroOrLongMinValueFoundKeyThenSameAfterChangingI)
